u,v,osmid,highway,maxspeed,name,oneway,length,geometry,lanes
11600845,1094826017,2599431,residential,20 mph,Pentrich Avenue,FALSE,75.70320436,"LINESTRING (-0.0597281 51.6653296, -0.0597295 51.6656814, -0.0597299 51.6657732, -0.0597137 51.6660102)",
688363894,195951595,54676989,residential,,,FALSE,22.08430895,"LINESTRING (0.070826 51.5417166, 0.070688 51.5416295, 0.0706763 51.5415948, 0.0706628 51.5415548)",
289771814,289771981,"[5115909, 26443397]","['unclassified', 'residential']",20 mph,Elmworth Grove,TRUE,154.6041912,"LINESTRING (-0.0940317 51.4373832, -0.0939665 51.4372532, -0.0938158 51.436981, -0.0936704 51.4366776, -0.093634 51.4366017, -0.0932286 51.4366647, -0.0929937 51.4367012, -0.0927462 51.4367396)",
762113248,762113245,60892091,residential,,Mellish Gardens,FALSE,29.81939553,"LINESTRING (0.0243472 51.6103166, 0.0243836 51.6102773, 0.0245624 51.6100841)",
180616266,180618576,17453309,residential,30 mph,Wheelers Cross,FALSE,34.79003881,"LINESTRING (0.0866253 51.5308731, 0.0865665 51.5308581, 0.0865173 51.530845, 0.0861832 51.5307249)",2
306552198,26199470,27927827,residential,20 mph,Dalmeny Road,FALSE,37.01476255,"LINESTRING (-0.1297993 51.5555786, -0.1295479 51.5552847)",
101899,1171731398,156785183,tertiary,20 mph,College Crescent,TRUE,194.5616818,"LINESTRING (-0.1782311 51.5457254, -0.1781715 51.5457706, -0.1781591 51.545779, -0.1780415 51.5458377, -0.1779874 51.5458538, -0.1779307 51.5458674, -0.1778154 51.5458792, -0.1776963 51.5458776, -0.1774145 51.5458632, -0.1771705 51.5458445, -0.177012 51.5458436, -0.1766394 51.5458639, -0.176547 51.5458647, -0.1764658 51.5458524, -0.1762951 51.5457942, -0.1757554 51.5456028, -0.1756783 51.5455945, -0.175616 51.5455968)",
36143204,31401877,5198600,residential,20 mph,Grove Hill Road,FALSE,103.8960917,"LINESTRING (-0.0805552 51.466129, -0.0801597 51.466264, -0.0794069 51.4665209, -0.0792398 51.4665779)",
191027501,191029337,542982699,residential,,Roseberry Gardens,FALSE,133.4076834,"LINESTRING (0.2739624 51.5719885, 0.274021 51.5719481, 0.2740713 51.5719035, 0.2741123 51.5718554, 0.2741434 51.5718046, 0.2741643 51.5717517, 0.2741746 51.5716977, 0.2741741 51.5716439, 0.2741632 51.5715906, 0.2741419 51.5715385, 0.2741105 51.5714884, 0.2740696 51.571441, 0.2740197 51.5713971, 0.2736872 51.5711384, 0.2736103 51.5709993, 0.2735783 51.5709296)",
3793097092,7730766243,828094316,residential,20 mph,Nunneley Close,FALSE,58.71271572,"LINESTRING (-0.4717993 51.5414965, -0.4712617 51.5414742, -0.4709517 51.5414677)",
248959362,4917309596,23070858,residential,30 mph,Welwyn Way,FALSE,19.79695354,"LINESTRING (-0.4281313 51.5276106, -0.4281725 51.5275034, -0.4281537 51.5274366)",
922985416,922985431,1264074938,residential,,Symons Close,FALSE,17.52236703,"LINESTRING (-0.0559642 51.4670469, -0.0557322 51.4669841)",
25305868,89407685,10441256,unclassified,,nucleus Park Royal,FALSE,73.94273935,"LINESTRING (-0.269267 51.532641, -0.2694005 51.5327178, -0.2694949 51.5327688, -0.2695986 51.5327998, -0.2697272 51.5328162, -0.2702397 51.53278)",
31474652,31474657,4874388,residential,,The Boltons,FALSE,30.24057039,"LINESTRING (-0.3285551 51.5593055, -0.3287761 51.5590708)",
178932115,32919536,1072275815,primary,,Wood Lane,FALSE,10.18534304,"LINESTRING (0.1245401 51.5513509, 0.1243947 51.5513362)",2
1700917661,1700917682,157845493,residential,20 mph,Vivian Avenue,FALSE,90.65633954,"LINESTRING (-0.2731171 51.5496098, -0.2737583 51.5497512, -0.2741065 51.5498339, -0.2743482 51.5498901)",2
60866995,60866861,8115064,residential,20 mph,Whitby Gardens,FALSE,115.0690058,"LINESTRING (-0.2764468 51.5942578, -0.2763552 51.593671, -0.276289 51.5934731, -0.2761521 51.5932453)",
6956221338,6956221355,59337887,trunk,30 mph,Clapham Road,FALSE,11.30076186,"LINESTRING (-0.1223848 51.4724166, -0.1224725 51.4723309)",5
330416601,149279775,24383724,residential,20 mph,Clifton Road,FALSE,60.95962111,"LINESTRING (-0.0866286 51.3968533, -0.0873655 51.3971519)",2
106961,41618830,"[4498706, 5602055, 1215285924, 1215285935]",residential,20 mph,"['Old Church Road', 'Chudleigh Street']",FALSE,353.3463226,"LINESTRING (-0.0435967 51.5147814, -0.0439089 51.5148063, -0.0445531 51.5148343, -0.0451775 51.5148772, -0.0451507 51.5143186, -0.0451327 51.5136773, -0.045053 51.5136285, -0.0448026 51.5136313, -0.0446466 51.5136336, -0.0440222 51.5136404, -0.04366 51.5136444, -0.0435762 51.5136453)",
89407685,25305868,10441256,unclassified,,nucleus Park Royal,FALSE,73.94273935,"LINESTRING (-0.2702397 51.53278, -0.2697272 51.5328162, -0.2695986 51.5327998, -0.2694949 51.5327688, -0.2694005 51.5327178, -0.269267 51.532641)",
28829135,28829137,4677017,residential,20 mph,Leucha Road,FALSE,82.77725531,"LINESTRING (-0.0371782 51.5803159, -0.0372843 51.5803128, -0.0374036 51.5803267, -0.0374803 51.5803574, -0.0375425 51.5804203, -0.0378673 51.5808475)",
6930048823,249553468,226282879,primary,30 mph,Malden Road,FALSE,190.7321429,"LINESTRING (-0.2259708 51.3690553, -0.2263364 51.3694406, -0.2265766 51.3696939, -0.2267539 51.3698616, -0.2268412 51.3699339, -0.2274822 51.3704857)",2
286349880,286349868,26148026,residential,20 mph,Tralee Court,FALSE,57.98889969,"LINESTRING (-0.0606766 51.487201, -0.0609143 51.4871813, -0.0610422 51.4871706, -0.0610597 51.4871686, -0.0610727 51.4871657, -0.0610826 51.4871614, -0.0610921 51.4871544, -0.0610991 51.4871475, -0.0611058 51.4871368, -0.0611088 51.4871234, -0.0611095 51.4871074, -0.0611069 51.4870517, -0.0611013 51.4869841, -0.0610956 51.4869013)",
26592120,26592110,781302168,tertiary,20 mph,Draycott Place,FALSE,85.47115242,"LINESTRING (-0.1615763 51.4920411, -0.160631 51.4925355)",
252738354,2621349691,505578999,residential,20 mph,Summerwood Road,FALSE,89.24152946,"LINESTRING (-0.3324047 51.4577028, -0.3322397 51.4572803, -0.3321908 51.4571516, -0.3321583 51.4570655, -0.3319275 51.4570961)",
25894991,245013532,"[22793299, 55017675]",residential,,Jubilee Avenue,FALSE,113.6052723,"LINESTRING (0.1631774 51.5758483, 0.1619821 51.5758049, 0.1617547 51.5757793, 0.1615681 51.5757123)",
35966139,35966137,34071747,residential,,Bedonwell Road,FALSE,57.42630981,"LINESTRING (0.134984 51.4796423, 0.1348858 51.4797884, 0.1348295 51.4798722, 0.1344862 51.4800325)",
243043355,243043354,22654756,tertiary,20 mph,Lansdell Road,FALSE,44.23531147,"LINESTRING (-0.1582928 51.4087284, -0.1584329 51.4083403)",
3080330115,6089107238,5261033,residential,,West Street Lane,FALSE,67.24184219,"LINESTRING (-0.165298 51.3667877, -0.1650907 51.3668035, -0.1644082 51.3668548, -0.1643364 51.3668602)",
6802303338,8333363225,16437054,residential,20 mph,Nightingale Way,FALSE,24.38222514,"LINESTRING (0.0524178 51.5183712, 0.0522543 51.518385, 0.0520686 51.5184006)",
245797102,245797104,22869822,residential,20 mph,Caxton Way,FALSE,48.82397647,"LINESTRING (0.1828447 51.583535, 0.1832996 51.583199)",
683175683,102972114,172441244,tertiary,20 mph,Hayes Lane,FALSE,176.1714728,"LINESTRING (-0.1069266 51.3190229, -0.1065296 51.3192832, -0.1064301 51.3193733, -0.1063757 51.3194479, -0.106336 51.3195176, -0.1063118 51.3196516, -0.1063244 51.3197886, -0.1063791 51.319934, -0.1065414 51.3202869, -0.1066458 51.3204446)",
59605617,9684603,4089567,residential,30 mph,Summerfield Avenue,FALSE,14.27395128,"LINESTRING (-0.1610272 51.6092479, -0.1609762 51.6091235)",
248858140,9829295145,1071121057,unclassified,,Cambridge Park Road,TRUE,27.41198978,"LINESTRING (0.0191554 51.5723423, 0.0193346 51.5724243, 0.019344 51.5724275, 0.0193734 51.5724375, 0.0194177 51.5724525, 0.0194966 51.5724582)",1
1815309752,1815309750,170380005,residential,,,FALSE,56.89026897,"LINESTRING (-0.4578039 51.5257838, -0.4578216 51.5256117, -0.4577918 51.5254384, -0.4577833 51.5252736)",
1838113977,18055428,172979545,residential,20 mph,Coverley Close,FALSE,52.69719045,"LINESTRING (-0.065878 51.5199749, -0.0662745 51.5199472, -0.0662503 51.5197737, -0.0662431 51.5197224)",
2478675722,442688827,"[605987046, 40583455]",unclassified,,,FALSE,60.00647538,"LINESTRING (0.196349 51.4570957, 0.1963465 51.4570286, 0.196349 51.4569639, 0.1963548 51.4568002, 0.1962982 51.4566448, 0.196292 51.4566279, 0.1962653 51.4565626)",
1528999936,32585899,209243260,trunk,20 mph,Warwick Road,TRUE,79.56285014,"LINESTRING (-0.1935502 51.4890396, -0.1937253 51.489142, -0.1942992 51.4894606, -0.1943417 51.4894842, -0.1944075 51.4895158)",3
128234656,2163189686,206314993,residential,20 mph,Haling Down Passage,FALSE,285.2382301,"LINESTRING (-0.104393 51.3459059, -0.1052081 51.3454728, -0.1052153 51.345469, -0.1072145 51.3444067, -0.1072273 51.3443999, -0.1073296 51.3442721, -0.1074592 51.3442168)",
5226867628,5226867627,229811845,secondary,,Friern Barnet Lane,TRUE,34.3972778,"LINESTRING (-0.1586275 51.6131939, -0.1585761 51.6130876, -0.1585654 51.6130642, -0.1585432 51.6129995, -0.1585269 51.6128921)",2
2140853859,82750312,204067706,residential,20 mph,Mallory Court,FALSE,86.35177443,"LINESTRING (0.0226723 51.4457425, 0.0226211 51.4458412, 0.0224405 51.4461892, 0.0225746 51.4462171, 0.0224519 51.4464223)",
26346723,25307189,182978596,primary,20 mph,Lavender Hill,TRUE,44.12200191,"LINESTRING (-0.1652429 51.4640054, -0.1653498 51.4639468, -0.1654665 51.4639348, -0.165594 51.4639212, -0.1656444 51.4639171, -0.1657655 51.4639102, -0.1658279 51.4639355)",
623899338,623899298,389851451,primary,30 mph,Golders Green Road,FALSE,100.6852222,"LINESTRING (-0.2053992 51.5765521, -0.2063556 51.5772352)",1
864969894,864969897,252363968,residential,20 mph,Clare Road,FALSE,32.8817113,"LINESTRING (-0.033648 51.4715481, -0.0340315 51.4717224)",
24941915,24942239,4210398,residential,,Arnold Avenue East,FALSE,78.8170288,"LINESTRING (-0.0202931 51.6674986, -0.0195127 51.6674522, -0.0191555 51.6674308)",
243522944,243523296,175605253,residential,20 mph,Challis Road,FALSE,64.17367969,"LINESTRING (-0.3054313 51.4926036, -0.3055197 51.4925519, -0.3060035 51.4921508)",
8236576282,618264915,"[885778633, 48700350]",residential,20 mph,Lonsdale Close,TRUE,176.7089703,"LINESTRING (0.0483685 51.5232091, 0.0481327 51.5232368, 0.0476872 51.5232848, 0.0474587 51.5233047, 0.0473881 51.5233071, 0.0473297 51.5233072, 0.0472857 51.5233035, 0.0472095 51.5232745, 0.0471714 51.5232461, 0.0471603 51.5231944, 0.0471668 51.5231516, 0.0471812 51.5231269, 0.0472024 51.523109, 0.0472144 51.5231054, 0.0482551 51.5229652)",
2676883343,2676883345,1175175092,residential,5 mph,Parkside Square,FALSE,3.134415687,"LINESTRING (-0.014324 51.4713995, -0.0142822 51.4714103)",
10807473,10807474,151983709,tertiary,40 mph,The Beacon Roundabout,TRUE,29.21464345,"LINESTRING (-0.4546225 51.4568815, -0.4545793 51.4569029, -0.4545153 51.4569214, -0.4543998 51.4569315, -0.4543138 51.4569193, -0.4542357 51.4568901)",
20913287,20913286,3991920,residential,20 mph,St. Anns Road,FALSE,36.41774966,"LINESTRING (-0.2499629 51.4741689, -0.2496288 51.473916)",
2630588943,2630588939,257565306,residential,,,FALSE,21.46797442,"LINESTRING (0.0727978 51.5412671, 0.0727013 51.5414506)",
25972588,256626960,404370084,residential,,Vicar's Moor Lane,FALSE,160.912072,"LINESTRING (-0.0958928 51.6354296, -0.0941744 51.635215, -0.0941017 51.6352059, -0.0939514 51.6351809, -0.0938746 51.6351656, -0.0938108 51.6351484, -0.0937703 51.6351358, -0.0937089 51.6351055, -0.0936543 51.6350736)",
20861041,20861034,3990425,residential,20 mph,Glenwood Avenue,FALSE,213.5643586,"LINESTRING (-0.2531287 51.5727752, -0.2542935 51.5724397, -0.2549907 51.5723323, -0.2551032 51.5723511, -0.2553245 51.5729391)",
394159662,394159959,34360456,residential,20 mph,Lennon Road,FALSE,123.797182,"LINESTRING (-0.2235167 51.5500697, -0.2236615 51.5500153, -0.2237242 51.5500009, -0.2238052 51.5499992, -0.2238861 51.5500151, -0.2239585 51.5500397, -0.2246643 51.5502754, -0.2249397 51.5503596, -0.2251173 51.550414)",
18042043,27650254,4515527,residential,20 mph,Wellesley Street,FALSE,78.72273744,"LINESTRING (-0.0476007 51.5168457, -0.0476093 51.516601, -0.047617 51.5163821, -0.0476256 51.5161379)",
11415851802,102984283,26635005,residential,20 mph,Naylor Road,FALSE,49.4617252,"LINESTRING (-0.0615879 51.477556, -0.0613717 51.4772855, -0.0612696 51.4771578)",
21651508,109987,672806938,residential,20 mph,Balcombe Street,FALSE,91.40298521,"LINESTRING (-0.1623318 51.5241279, -0.1623204 51.5241042, -0.1619525 51.5233405)",2
5598205729,8489253394,80138240,residential,20 mph,Fitzneal Street,FALSE,8.524538397,"LINESTRING (-0.2478771 51.5163464, -0.2478497 51.5163311, -0.2478405 51.5163253, -0.2477869 51.5162942)",
14863304,257016019,163806529,residential,20 mph,Cedar Road,FALSE,221.9754328,"LINESTRING (-0.1911745 51.3578762, -0.1908867 51.3579009, -0.1906201 51.357957, -0.1902728 51.3580301, -0.1900883 51.3580706, -0.1896311 51.3581765, -0.1891259 51.3582956, -0.188961 51.3583334, -0.1888596 51.3583543, -0.1886127 51.3584105, -0.1885663 51.3584189, -0.1882351 51.3584909, -0.1881501 51.3585113)",
110151938,110151940,12151419,unclassified,20 mph,,FALSE,63.37191453,"LINESTRING (-0.1272214 51.4700065, -0.1271581 51.4700554, -0.1269728 51.4702038, -0.1268746 51.470235, -0.1266129 51.4704251)",
13808308,21374892,"[4731995, 43011604]",residential,20 mph,Langland Gardens,FALSE,110.9888875,"LINESTRING (-0.0369535 51.3768742, -0.0369643 51.3768058, -0.0369936 51.3765854, -0.0370657 51.3761284, -0.0370774 51.3760264, -0.0370892 51.3758798)",2
46172643,46174559,5810746,residential,,Grange Drive,FALSE,57.25534645,"LINESTRING (0.0501947 51.4178834, 0.0494728 51.4181333)",
254567928,991678433,85512934,residential,,Birch Avenue,FALSE,42.79977803,"LINESTRING (-0.4631017 51.5205535, -0.4625068 51.520659)",
33228336,33228337,4986431,residential,20 mph,Cambridge Road,FALSE,96.39430161,"LINESTRING (-0.3802372 51.4670525, -0.3791014 51.4672149, -0.3788857 51.4672574)",
249551168,249552831,23115245,residential,,Robin Hood Lane,FALSE,60.84447878,"LINESTRING (-0.1972473 51.364196, -0.197173 51.3641462, -0.196922 51.36371, -0.1969135 51.3636953)",
36236835,36237306,44494352,unclassified,,Mulberry Way,FALSE,61.45252585,"LINESTRING (0.1665124 51.4976146, 0.1659744 51.497175)",
30800873,6445549376,345078819,residential,,Aldwych Close,FALSE,61.22051272,"LINESTRING (0.1987832 51.5611519, 0.1984535 51.5610504, 0.1983868 51.561037, 0.1983152 51.561039, 0.1982418 51.5610563, 0.1981487 51.561068, 0.1979468 51.5610587)",
26820908,26820909,4411236,residential,20 mph,Garthorne Road,FALSE,67.79992013,"LINESTRING (-0.0473045 51.4452261, -0.0469648 51.4457979)",
31937398,31937206,4995064,residential,,Old Barn Close,FALSE,82.01013641,"LINESTRING (-0.2163952 51.3544965, -0.2164626 51.3545961, -0.2165487 51.3547342, -0.2166031 51.354845, -0.2166397 51.3548511, -0.2171225 51.3546904)",
378246999,2144324074,156124292,trunk_link,,,TRUE,20.75494398,"LINESTRING (0.0087363 51.4916641, 0.0087256 51.4917446, 0.0087257 51.4917538, 0.0087265 51.4917876, 0.0086979 51.4918479)",1
196112,199345,3382229,residential,30 mph,North Crescent,FALSE,369.7170412,"LINESTRING (-0.1986891 51.5952214, -0.1991739 51.5953124, -0.1992691 51.5953302, -0.1993242 51.5953406, -0.2007483 51.5956078, -0.2008088 51.595578, -0.2008635 51.595551, -0.2009606 51.595087, -0.2009304 51.5950331, -0.199434 51.5946666, -0.1991094 51.5945871, -0.1988683 51.5945423)",
36115776,36115775,5181162,residential,,Bledlow Close,FALSE,67.43325095,"LINESTRING (0.1227006 51.5061604, 0.1236749 51.5061633)",
27351519,297588960,13868540,residential,20 mph,Oakhill Road,FALSE,156.6988424,"LINESTRING (-0.1239138 51.4090841, -0.1239164 51.4090992, -0.123924 51.4091215, -0.1239276 51.4091302, -0.1239348 51.4091411, -0.1239477 51.4091547, -0.1239555 51.4091622, -0.1249821 51.409879, -0.1252421 51.4102055)",
1626598011,1626598000,149713816,residential,20 mph,Ashmore Road,FALSE,194.5153257,"LINESTRING (-0.2038187 51.5328103, -0.2038096 51.5326468, -0.2038045 51.5323475, -0.2037978 51.5322689, -0.2037723 51.5321738, -0.2035649 51.5317192, -0.2033873 51.5313539, -0.203325 51.531232, -0.2032616 51.531109)",
149516149,149516062,4263287,residential,,Falmouth Gardens,FALSE,63.62470153,"LINESTRING (0.0495213 51.5801643, 0.0496656 51.5799813, 0.0497825 51.5798495, 0.0499559 51.5796601)",
618782,620105,41922547,tertiary,20 mph,Verdant Lane,FALSE,83.23984336,"LINESTRING (0.0059513 51.4376195, 0.0061704 51.4374261, 0.0063334 51.437269, 0.006586 51.436985)",
25716037,25716040,279613381,primary,20 mph,Turnpike Lane,FALSE,74.06026918,"LINESTRING (-0.1066904 51.5895814, -0.1066447 51.5895903, -0.1065785 51.5896015, -0.1056566 51.5897576)",
26480471,26480470,4348779,residential,20 mph,Amner Road,FALSE,38.45407755,"LINESTRING (-0.1571386 51.4533663, -0.1571599 51.4533952, -0.1573701 51.4536806)",
253066998,253066886,23371968,residential,,Troopers Drive,FALSE,80.02148196,"LINESTRING (0.2196298 51.6119575, 0.219558 51.6121083, 0.2195307 51.612234, 0.2195299 51.6123821, 0.2195486 51.6125252, 0.2195728 51.6126683)",
201110,33199994,1086437118,residential,20 mph,Blake Road,FALSE,31.57642171,"LINESTRING (-0.1296833 51.6094692, -0.1298095 51.6093469, -0.12993 51.6092301)",
114275456,114277468,4071138,residential,20 mph,Hayter Road,FALSE,140.0186737,"LINESTRING (-0.1224527 51.4581654, -0.1223711 51.4581676, -0.1219427 51.4581809, -0.1217582 51.458182, -0.1216348 51.4581785, -0.1215338 51.4581696, -0.1214375 51.4581539, -0.1213493 51.4581351, -0.1212662 51.4581141, -0.1205316 51.4578901)",
245015922,691399345,22793414,residential,,Stanford Close,FALSE,4.453483522,"LINESTRING (0.158173 51.5734951, 0.1581943 51.5734573)",
1710016943,1710016958,158864575,residential,30 mph,Lakeside Crescent,FALSE,28.80938618,"LINESTRING (-0.1518455 51.6429988, -0.1519183 51.6429772, -0.1520102 51.642953, -0.15209 51.6429422, -0.152157 51.6429372, -0.1522447 51.6429401)",
879609325,65301820,8916670,residential,20 mph,Bengarth Road,FALSE,164.6225243,"LINESTRING (-0.3851296 51.5400338, -0.385261 51.5402334, -0.3857556 51.5409848, -0.3860315 51.5414039)",
10991786669,747526624,60182815,residential,20 mph,Roundel Close,FALSE,105.6748996,"LINESTRING (-0.0329574 51.4595579, -0.0329243 51.4594405, -0.0324149 51.459496, -0.0323247 51.4594889, -0.0322781 51.4594458, -0.0322319 51.4590465)",
1471290924,29280029,10425359,residential,30 mph,Haydon Close,FALSE,145.4040589,"LINESTRING (-0.2624852 51.5870927, -0.2625425 51.5871118, -0.2626069 51.5871418, -0.2626484 51.5871693, -0.2627034 51.5872059, -0.2627557 51.5872584, -0.2628067 51.5873159, -0.263031 51.5875577, -0.2630625 51.5875829, -0.2635096 51.5878658, -0.2636734 51.5879659, -0.2637154 51.5880012, -0.2637491 51.588048, -0.2637801 51.5881013)",
1495305717,257016116,417832921,secondary,30 mph,Brighton Road,FALSE,62.86508348,"LINESTRING (-0.1918014 51.3557507, -0.1918098 51.3555755, -0.1918124 51.3555209, -0.1918222 51.3551855)",2
881887804,2654328051,74662512,residential,20 mph,Grantham Place,FALSE,38.6682956,"LINESTRING (-0.1494721 51.5044982, -0.1494194 51.5045224, -0.1490334 51.5046562, -0.1490092 51.5046549, -0.1489864 51.5046458)",
918192041,251612752,4281014,residential,,Tanners End,FALSE,21.09425429,"LINESTRING (-0.0763114 51.6159673, -0.0763092 51.616157)",
6172153549,19812213,659236243,residential,,Goodwin Road,FALSE,33.43658423,"LINESTRING (-0.0446976 51.628673, -0.0450206 51.6286478, -0.0451157 51.6285688)",
27056115,27056112,5027407,residential,,Fairfax Gardens,FALSE,63.09669651,"LINESTRING (0.0356817 51.4702744, 0.0357212 51.4697569, 0.035725 51.4697076)",
21411483,21411476,314459939,tertiary,20 mph,Wimbledon Park Road,FALSE,61.37231856,"LINESTRING (-0.2034611 51.4487026, -0.2032381 51.4489885, -0.2030746 51.4491992)",
548802717,42302131,4849574,tertiary,30 mph,Draycott Avenue,TRUE,13.48814434,"LINESTRING (-0.3148014 51.5820087, -0.3147981 51.5820588, -0.3147329 51.5821173)",
33257300,33002248,140778002,tertiary,20 mph,Burbage Road,TRUE,19.71308803,"LINESTRING (-0.0860186 51.4474991, -0.0859749 51.4475107, -0.0859174 51.4475137, -0.0858903 51.447519, -0.0858218 51.4475308, -0.0857451 51.4475445)",
1692393954,199437,"[385446200, 385446201]",primary,20 mph,Stroud Green Road,FALSE,73.47275995,"LINESTRING (-0.1123742 51.5694193, -0.1117783 51.5691506, -0.1116488 51.5690938, -0.1115112 51.5690335)",
25322666,25322671,4240523,residential,20 mph,Bronsart Road,FALSE,213.9185688,"LINESTRING (-0.212798 51.4810713, -0.2128511 51.4810564, -0.2149332 51.4804705, -0.2149694 51.4804365, -0.2147557 51.4800341)",
25578999,26450868,155097892,residential,,Buxton Road,FALSE,77.90869753,"LINESTRING (0.0925966 51.5749372, 0.0926099 51.5742366)",
15706712,1943484945,"[190718637, 614143429, 5027887]","['unclassified', 'residential']","['15 mph', '20 mph']","['Greenwich View Place', 'Millharbour']",FALSE,337.0868183,"LINESTRING (-0.0187841 51.498923, -0.0188515 51.4985013, -0.018876 51.4983482, -0.0188976 51.4982044, -0.0189341 51.4979777, -0.018952 51.4978596, -0.0190222 51.4974396, -0.0190287 51.4973982, -0.0191096 51.4970207, -0.0191131 51.4969958, -0.0191538 51.4967684, -0.019164 51.4966999, -0.0191992 51.496406, -0.0192439 51.4960731, -0.0190702 51.495946)",2
416555322,416555202,35551201,residential,,Croft Way,FALSE,73.90502836,"LINESTRING (0.0856864 51.4311303, 0.0857848 51.4311936, 0.0851372 51.4316051)",
208532820,6835562019,164491764,residential,20 mph,Ormond Avenue,FALSE,126.3259825,"LINESTRING (-0.3612725 51.4159031, -0.361155 51.4156738, -0.3611245 51.4155011, -0.3610923 51.415394, -0.3607127 51.4151607, -0.360524 51.4150447, -0.3604685 51.4149918, -0.3604316 51.4149454)",2
21373086,21373087,4732018,residential,20 mph,Tideswell Road,FALSE,126.4116204,"LINESTRING (-0.0329085 51.3715544, -0.0329098 51.3715341, -0.0329122 51.3714949, -0.0329136 51.3714734, -0.0329212 51.3713526, -0.0329221 51.3713382, -0.032924 51.3713067, -0.0329251 51.3712895, -0.0329283 51.3712392, -0.0329314 51.3711721, -0.0329332 51.3711335, -0.0329336 51.371125, -0.0329394 51.3710005, -0.0329398 51.3709923, -0.0329409 51.3709682, -0.032942 51.3709448, -0.0329465 51.3708485, -0.0329481 51.3708144, -0.0329486 51.3708036, -0.0329505 51.3707636, -0.0329541 51.3706869, -0.0329562 51.3706429, -0.0329567 51.370632, -0.0329575 51.3706152, -0.0329582 51.3705917, -0.0329605 51.3705178, -0.0329622 51.3704616, -0.0329636 51.3704181)",2
20980646,20980643,4001026,residential,20 mph,Coleridge Walk,FALSE,131.3275324,"LINESTRING (-0.1950083 51.587525, -0.195081 51.5872004, -0.1952519 51.5864368, -0.1952701 51.5863552)",
26198813,26198814,8385075,residential,20 mph,Wormholt Road,FALSE,59.23730422,"LINESTRING (-0.241308 51.5112179, -0.2413276 51.5111917, -0.2413373 51.5111624, -0.2412447 51.510692)",
25421754,25421748,4344550,residential,20 mph,Mullards Close,FALSE,98.42444223,"LINESTRING (-0.1613296 51.3810787, -0.1617558 51.3811967, -0.1619099 51.3812243, -0.1619659 51.3812297, -0.162117 51.3812408, -0.1621502 51.3812427, -0.1622395 51.381255, -0.1623183 51.3812813, -0.162415 51.3813256, -0.1626172 51.381416)",
168150290,267856941,24640983,residential,20 mph,Langley Road,FALSE,34.33535739,"LINESTRING (-0.2032708 51.4127456, -0.2031917 51.4127627, -0.203117 51.4127842, -0.2028329 51.4128878)",
442052483,59343298,37698614,residential,,Townshend Close,FALSE,32.73846718,"LINESTRING (0.112415 51.4145283, 0.1122859 51.4142451)",
8043756354,3818359146,8392324,residential,20 mph,Egerton Terrace,FALSE,36.41011932,"LINESTRING (-0.167859 51.4968643, -0.1682054 51.4971107)",
2148162314,265662302,204875877,residential,20 mph,East Street,FALSE,58.03013942,"LINESTRING (-0.0812265 51.4907361, -0.0812858 51.4906925, -0.0813674 51.4906527, -0.0819217 51.4904501)",
36668829,383545763,33572567,residential,,Ruskin Avenue,FALSE,126.0699042,"LINESTRING (0.1032036 51.4641427, 0.1034637 51.4640832, 0.1041343 51.4639887, 0.1046912 51.4638944, 0.1049596 51.463849)",
5380742553,5380507494,557994142,residential,,,FALSE,13.84776746,"LINESTRING (0.1918761 51.5404753, 0.1918713 51.5405998)",
191061584,191061581,18524420,residential,,Aldborough Road,FALSE,357.1869048,"LINESTRING (0.1654091 51.5414414, 0.1663555 51.5413901, 0.1689091 51.5409658, 0.169008 51.5409285, 0.1690285 51.5408866, 0.1689438 51.5405017, 0.1688492 51.5400321)",
206346769,206346767,19801159,residential,20 mph,Magpie Close,FALSE,50.23271188,"LINESTRING (-0.1452987 51.3072432, -0.1449296 51.3071842, -0.1445949 51.3072271)",
230121581,365743240,"[32523320, 21398910]",residential,,"['Princes Avenue', 'Beresford Drive']",FALSE,132.7704685,"LINESTRING (0.0390141 51.6165336, 0.0383348 51.6169747, 0.0382034 51.617057, 0.0381259 51.6171079, 0.0380478 51.6171206, 0.0379931 51.6171102, 0.037949 51.6170892, 0.0378982 51.6170502, 0.0376663 51.6168741)",
183110963,183114697,17675280,residential,,Westland Drive,FALSE,85.9821778,"LINESTRING (0.0058128 51.3743105, 0.0049257 51.3737708)",
6902583967,7353743777,786473232,residential,,,FALSE,76.94012128,"LINESTRING (0.1857752 51.5820162, 0.1864945 51.581488)",
82594135,82593689,10052317,residential,20 mph,Bruce Drive,FALSE,45.22510941,"LINESTRING (-0.0535127 51.3462748, -0.0528927 51.3463991)",
7182472361,7182472360,769461474,residential,20 mph,Brenley Close,FALSE,11.86352074,"LINESTRING (-0.1548061 51.4033057, -0.1549271 51.4033811)",
130236758,130236733,28983007,residential,20 mph,Arundel Close,FALSE,87.54560095,"LINESTRING (0.0074532 51.5516019, 0.0084329 51.5519901, 0.0085209 51.5520251)",
877050389,877050269,74139405,residential,,Harlington Road,FALSE,153.1636908,"LINESTRING (-0.4446284 51.5195348, -0.4443799 51.5196541, -0.4444335 51.5197097, -0.444526 51.5197938, -0.4446315 51.5198785, -0.4447465 51.5199708, -0.4452967 51.520502, -0.4454155 51.5206433)",
11668864189,4948032383,504651412,trunk,40 mph,Belmont Rise,TRUE,27.81320712,"LINESTRING (-0.2060124 51.3477962, -0.2060031 51.3477799, -0.2059636 51.3477114, -0.2058779 51.3475606)",2
